Generation,SelectionStatus,replicate,sex,id,bs,tsl1,tsw1,tsl2,tsw2,sph1,sph2,sph3,sph4,sph5,spt1,spt2,spt3,spt4,spt5,testes 1,testes 2,avgts,avgss,cbrtestes,logtestes,logsperm,logbs,bsscale
5,S,3,male,m7,0.96,0.52,0.12,0.52,0.12,34.391,27.605,28.418,31.537,33.554,231.773,242.775,275.576,264.583,263.862,0.003922286,0.003922286,0.003922286,286.8148,0.157705344,-0.802153591,2.457601558,-0.017728767,
5,S,3,male,m8,0.92,0.6,0.16,0.56,0.16,27.789,29.615,28.341,27.305,32.391,271.762,260.365,268.824,274.903,281.227,0.008045714,0.007509333,0.007777524,300.5044,0.198128575,-0.703052884,2.477850835,-0.036212173,
5,S,3,male,m9,0.88,0.52,0.16,0.56,0.16,31.022,32.49,27.027,28.803,31.678,271.068,270.847,250.559,271.418,263.521,0.006972952,0.007509333,0.007241143,295.6866,0.193464984,-0.713397628,2.470831644,-0.055517328,
5,S,4,male,pm1,0.76,0.4,0.12,0.44,0.12,31.68,34.312,33.637,32.631,31.724,264.81,259.883,271.59,265.511,246.345,0.003017143,0.003318857,0.003168,294.4246,0.146868409,-0.833071609,2.468974094,-0.119186408,
5,S,4,male,pm2,0.84,0.44,0.16,0.48,0.12,31.418,34.163,33.242,32.232,31.23,247.831,219.686,276.26,267.681,266.617,0.00590019,0.003620571,0.004760381,288.072,0.168221139,-0.77411943,2.459501048,-0.075720714,
5,S,4,male,pm3,0.8,0.4,0.12,0.4,0.12,32.625,34.911,32.5,32.146,34.039,247.522,259.537,235.146,223.44,266.541,0.003017143,0.003017143,0.003017143,279.6814,0.14449915,-0.840134709,2.446663585,-0.096910013,
5,S,4,male,pm4,0.72,0.36,0.12,0.36,0.12,27.849,27.501,31.377,34.204,32.134,244.929,241.571,233.055,233.72,236.65,0.002715429,0.002715429,0.002715429,268.598,0.139512395,-0.855387206,2.429102775,-0.142667504,
5,S,4,male,pm5,0.8,0.36,0.12,0.4,0.12,36.468,33.164,33.283,32.958,34.009,242.47,256.047,287.547,251.153,253.187,0.002715429,0.003017143,0.002866286,292.0572,0.142049538,-0.847560174,2.465467917,-0.096910013,
5,S,4,male,m1,0.84,0.48,0.12,0.44,0.16,29.411,28.604,29.079,31.474,29.014,268.73,269.508,264.916,284.429,281.753,0.003620571,0.00590019,0.004760381,303.3836,0.168221139,-0.77411943,2.4819921,-0.075720714,
5,S,4,male,m2,0.92,0.52,0.16,0.4,0.16,32.136,32.968,34.444,29.557,31.933,270.585,258.852,268.547,276.266,278.491,0.006972952,0.00536381,0.006168381,302.7558,0.183396227,-0.736609604,2.481092472,-0.036212173,
5,S,5,male,pm1,0.88,0.44,0.16,0.52,0.16,28.081,29.932,32.127,32.93,33.175,234.138,239.721,242.448,231.996,219.822,0.00590019,0.006972952,0.006436571,264.874,0.186016527,-0.730448469,2.42303933,-0.055517328,
5,S,5,male,pm2,0.8,0.44,0.12,0.44,0.12,31.147,29.72,28.377,26.936,25.528,237.326,243.306,238.744,227.798,218.967,0.003318857,0.003318857,0.003318857,261.5698,0.149163599,-0.826337147,2.4175876,-0.096910013,
5,S,5,male,pm3,0.96,0.44,0.2,0.48,0.2,29.428,33.001,33.036,33.03,28.229,272.392,265.888,261.694,274.554,274.19,0.009219048,0.010057143,0.009638095,301.0884,0.212812469,-0.672002929,2.478694024,-0.017728767,
5,S,5,male,pm4,0.88,0.4,0.16,0.44,0.12,29.649,30.603,27.816,30.962,30.908,254.398,256.86,239.835,220.636,246.482,0.00536381,0.003318857,0.004341333,273.6298,0.163132708,-0.787458956,2.437163393,-0.055517328,
5,S,5,male,pm5,0.96,0.52,0.2,0.44,0.2,30.204,31.178,31.557,27.37,26.567,264.079,238.025,245.485,247.072,256.833,0.010895238,0.009219048,0.010057143,279.674,0.215853058,-0.665841794,2.446652094,-0.017728767,
5,S,5,male,m1,0.92,0.44,0.12,0.52,0.12,31.022,30.502,24.878,30.937,29.506,262.607,266.226,270.118,251.9,260.943,0.003318857,0.003922286,0.003620571,291.7278,0.15355326,-0.81374096,2.464977817,-0.036212173,
5,S,5,male,m2,0.88,0.52,0.16,0.56,0.16,30.583,32.025,28.918,32.449,31.181,254.924,245.181,249.559,270.406,282.269,0.006972952,0.007509333,0.007241143,291.499,0.193464984,-0.713397628,2.464637069,-0.055517328,
5,S,5,male,m3,0.92,0.52,0.16,0.52,0.12,29.51,31.893,32.702,27.128,26.082,250.561,255.873,265.584,264.011,286.682,0.006972952,0.003922286,0.005447619,294.0052,0.175955256,-0.754597757,2.468355012,-0.036212173,
5,S,5,male,m4,0.92,0.52,0.12,0.48,0.12,27.809,29.004,32.938,26.608,29.105,260.062,268.223,273.449,237.496,286.799,0.003922286,0.003620571,0.003771429,294.2986,0.15565699,-0.807831371,2.468788196,-0.036212173,
5,S,5,male,m5,0.92,0.52,0.2,0.48,0.12,29.967,30.672,27.429,27.781,32.236,249.046,273.353,274.983,273.306,256.779,0.010895238,0.003620571,0.007257905,295.1104,0.193614148,-0.713062912,2.469984515,-0.036212173,
5,S,5,male,m6,0.84,0.48,0.16,0.52,0.16,30.852,27.056,31.67,28.161,29.152,256.541,256.479,259.099,256.104,254.812,0.006436571,0.006972952,0.006704762,285.9852,0.188565015,-0.72453888,2.456343559,-0.075720714,
5,S,5,male,m7,0.92,0.56,0.16,0.56,0.2,27.368,31.071,28.311,32.076,29.648,256.736,253.109,250.309,256.932,261.518,0.007509333,0.011733333,0.009621333,285.4156,0.212689028,-0.672254913,2.455477707,-0.036212173,
5,S,5,male,m8,0.8,0.44,0.12,0.48,0.12,28.776,33.868,30.518,30.239,29.498,251.12,257.47,270.797,220.012,256.844,0.003318857,0.003620571,0.003469714,281.8284,0.15139025,-0.819902095,2.449984755,-0.096910013,
10,RS,1,male,cm1,0.855,0.304,0.152,0.304,0.133,38.628,35.296,33.761,29.243,32.717,218.882,220.561,212.609,221.278,231.394,0.003679037,0.002816763,0.0032479,254.8738,0.14809289,-0.829465792,2.406325194,-0.068033885,
10,RS,1,male,cm2,0.912,0.38,0.152,0.38,0.133,36.206,32.775,32.64,37.066,34.726,240.093,236.889,223.493,230.209,235.308,0.004598796,0.003520953,0.004059875,267.881,0.15952823,-0.797162454,2.427941911,-0.040005162,
10,RS,1,male,cm3,0.931,0.437,0.152,0.475,0.19,33.316,34.06,20.383,34.346,32.393,255.492,224.028,220.979,222.77,230.235,0.005288616,0.008982024,0.00713532,261.6004,0.192517913,-0.715528854,2.417638404,-0.031050319,
10,RS,1,male,cm4,0.912,0.399,0.133,0.38,0.133,36.482,34.441,35.388,35.554,36.152,234.322,228.249,233.047,233.923,231.687,0.003697001,0.003520953,0.003608977,267.849,0.153389175,-0.814205289,2.427890029,-0.040005162,
10,RS,1,male,cm5,0.931,0.437,0.19,0.456,0.171,36.917,35.874,35.565,33.306,34.849,253.672,259.972,253.382,280.399,263.344,0.008263462,0.006984422,0.007623942,297.456,0.196815754,-0.705940142,2.473422734,-0.031050319,
10,RS,1,male,cm6,0.912,0.475,0.171,0.475,0.19,34.156,36.684,34.168,34.623,36.586,224.485,221.878,220.461,209.41,228.705,0.007275439,0.008982024,0.008128732,256.2312,0.20106706,-0.696659073,2.408632011,-0.040005162,
10,RS,1,male,cm7,0.893,0.323,0.133,0.342,0.152,33.62,35.222,31.002,36.948,32.504,233.855,224.141,212.978,223.904,235.388,0.00299281,0.004138917,0.003565863,259.9124,0.152775918,-0.815945097,2.414826999,-0.049148541,
10,RS,1,male,cm8,0.893,0.418,0.152,0.323,0.19,29.971,31.541,30.824,36.06,34.062,259.178,261.934,262.493,256.819,243.859,0.005058676,0.006107776,0.005583226,289.3482,0.177403317,-0.751038264,2.461420785,-0.049148541,
10,RS,1,male,cm9,0.931,0.361,0.152,0.19,0.133,34.591,34.957,35.511,34.297,29.195,237.091,256.561,248.375,258.11,243.078,0.004368856,0.001760477,0.003064667,282.3532,0.14525388,-0.837872259,2.450792714,-0.031050319,
10,RS,1,male,cm10,0.931,0.456,0.133,0.171,0.19,34.853,30.979,31.718,35.216,33.932,233.306,248.5,232.556,224.074,230.926,0.004225144,0.003233529,0.003729336,267.212,0.155075735,-0.809456151,2.426855958,-0.031050319,
10,RS,2,male,cm2,0.855,0.475,0.171,0.456,0.171,33.44,39.49,38.599,37.193,35.378,265.27,240.41,264.441,242.413,233.894,0.007275439,0.006984422,0.007129931,286.1056,0.192469432,-0.715638234,2.456526358,-0.068033885,
10,RS,2,male,cm3,0.855,0.456,0.133,0.475,0.114,37.266,32.298,30.762,35.591,30.722,228.331,223.582,228.351,251.195,242.339,0.004225144,0.003233529,0.003729336,268.0874,0.155075735,-0.809456151,2.428276403,-0.068033885,
10,RS,2,male,cm4,0.855,0.456,0.133,0.437,0.133,35.686,36.068,36.495,34.858,34.564,260.462,239.242,241.14,272.346,241.469,0.004225144,0.004049096,0.00413712,286.466,0.160533637,-0.794433955,2.457073084,-0.068033885,
10,RS,2,male,cm7,0.817,0.38,0.133,0.437,0.171,36.962,38.338,36.639,34.623,35.113,264.785,245.203,256.982,253.362,243.915,0.003520953,0.006693404,0.005107179,289.1844,0.172210787,-0.763939648,2.461174861,-0.087777943,
10,RS,2,male,cm9,0.874,0.456,0.152,0.475,0.133,36.99,35.476,36.893,38.634,38.397,248.483,283.887,240.203,274.067,245.324,0.005518555,0.004401192,0.004959874,295.6708,0.17053893,-0.768176465,2.470808436,-0.058488567,
10,RS,3,male,cm1,0.95,0.342,0.19,0.361,0.19,36.123,36.191,36.478,33.33,37.179,246.675,245.255,269.379,266.749,243.309,0.006467057,0.006826338,0.006646698,290.1336,0.188019102,-0.725798026,2.462598027,-0.022276395,
10,RS,3,male,cm3,0.874,0.399,0.133,0.361,0.133,29.114,32.754,31.783,31.858,29.721,257.522,240.518,259.996,230.283,250.842,0.003697001,0.003344906,0.003520953,278.8782,0.15213183,-0.81777991,2.445414567,-0.058488567,
10,RS,3,male,cm4,0.874,0.475,0.152,0.513,0.171,31.23,31.141,31.585,28.616,31.397,242.158,246.478,259.525,249.065,250.631,0.005748495,0.007857474,0.006802985,280.3652,0.189481363,-0.722433499,2.447724106,-0.058488567,
10,RS,3,male,cm5,0.95,0.513,0.19,0.456,0.152,34.644,28.943,32.996,28.385,32.54,239.186,258.746,269.185,273.764,265.585,0.009700586,0.005518555,0.007609571,292.7948,0.196692009,-0.706213284,2.466563359,-0.022276395,
10,RS,3,male,cm6,0.912,0.418,0.19,0.418,0.171,35.593,35.159,33.969,33.635,31.586,251.951,257.339,252.873,250.107,240.513,0.007904181,0.006402387,0.007153284,284.545,0.19267934,-0.715164849,2.454150959,-0.040005162,
10,RS,3,male,cm7,0.931,0.494,0.209,0.494,0.19,34.574,32.513,34.045,32.527,35.639,272.668,272.46,242.523,240.185,278.512,0.011302979,0.009341305,0.010322142,295.1292,0.217732507,-0.662076727,2.470012181,-0.031050319,
10,RS,3,male,cm8,0.874,0.494,0.152,0.437,0.171,32.002,31.771,32.369,31.654,32.585,264.256,264.16,254.572,262.335,283.804,0.005978435,0.006693404,0.00633592,297.9016,0.185041818,-0.732730114,2.474072836,-0.058488567,
10,RS,3,male,cm9,0.893,0.38,0.133,0.342,0.171,34.164,32.761,32.937,33.839,32.869,242.262,259.471,248.007,248.71,224.392,0.003520953,0.005238316,0.004379635,277.8824,0.16361105,-0.786187367,2.443861041,-0.049148541,
10,RS,4,male,cm1,0.874,0.494,0.171,0.475,0.171,29.901,30.273,31.753,29.923,31.204,270.021,268.417,244.064,274.497,260.103,0.007566457,0.007275439,0.007420948,294.0312,0.195053223,-0.709846869,2.468393416,-0.058488567,
10,RS,4,male,cm2,0.855,0.475,0.133,0.475,0.152,31.36,31.211,32.452,30.487,30.986,273.14,251.768,278.652,271.829,261.323,0.004401192,0.005748495,0.005074843,298.6416,0.171846576,-0.764859117,2.475150304,-0.068033885,
10,RS,4,male,cm3,0.836,0.475,0.171,0.456,0.171,28.855,31.446,30.259,32.434,29.715,275.276,244.819,254.397,256.904,250.959,0.007275439,0.006984422,0.007129931,287.0128,0.192469432,-0.715638234,2.457901266,-0.077793723,
10,RS,4,male,cm4,0.874,0.475,0.171,0.494,0.171,29.89,28.677,26.632,27.781,29.414,258.308,250.797,268.001,251.986,263.425,0.007275439,0.007566457,0.007420948,286.9822,0.195053223,-0.709846869,2.457854961,-0.058488567,
10,RS,4,male,cm5,0.855,0.323,0.171,0.38,0.19,30.245,31.219,26.795,28.759,28.923,250.261,267.964,263.989,260.498,234.648,0.004947299,0.007185619,0.006066459,284.6602,0.182380507,-0.739021581,2.45432675,-0.068033885,
10,RS,4,male,cm6,0.779,0.437,0.171,0.475,0.171,27.061,31.421,32.325,27.465,28.27,277.925,266.396,275.318,269.69,271.868,0.006693404,0.007275439,0.006984422,301.5478,0.191151107,-0.718623182,2.479356164,-0.108462542,
10,RS,4,male,cm7,0.817,0.437,0.171,0.437,0.152,30.872,30.261,28.972,28.23,29.958,276.749,270.156,272.941,264.628,276.532,0.006693404,0.005288616,0.00599101,301.8598,0.181621258,-0.740833321,2.47980528,-0.087777943,
10,RS,4,male,cm8,0.874,0.456,0.171,0.475,0.19,31.197,31.837,33.655,29.278,30.196,256.276,256.364,267.354,249.509,251.335,0.006984422,0.008982024,0.007983223,287.4002,0.199860092,-0.699273917,2.458487066,-0.058488567,
10,RS,4,male,cm10,0.817,0.418,0.152,0.437,0.19,31.351,33.843,32.293,30.729,29.796,246.411,240.667,243.223,246.292,246.805,0.005058676,0.008263462,0.006661069,276.282,0.188154514,-0.725485359,2.441352591,-0.087777943,
10,RS,5,male,cm1,0.95,0.456,0.152,0.475,0.171,36.519,34.923,25.101,34.346,35.483,287.678,286.539,260.833,267.045,253.621,0.005518555,0.007275439,0.006396997,304.4176,0.185634513,-0.731341276,2.483469758,-0.022276395,
10,RS,5,male,cm2,0.912,0.456,0.171,0.437,0.152,35.912,35.802,37.319,33.643,34.313,249.009,260.465,272.183,275.208,262.85,0.006984422,0.005288616,0.006136519,299.3408,0.183079908,-0.737359313,2.476165915,-0.040005162,
10,RS,5,male,cm3,0.874,0.437,0.171,0.456,0.209,30.189,31.806,30.689,32.372,34.076,247.561,245.359,257.34,246.014,237.534,0.006693404,0.010433519,0.008563462,278.588,0.204589394,-0.689116883,2.444962406,-0.058488567,
10,RS,5,male,cm4,0.912,0.437,0.152,0.494,0.152,32.536,34.11,35.149,33.86,35.149,247.577,263.573,261.589,246.752,265.836,0.005288616,0.005978435,0.005633525,291.2262,0.177934468,-0.749739916,2.464230443,-0.040005162,
10,RS,5,male,cm5,0.874,0.437,0.152,0.494,0.171,35.867,37.02,37.765,38.798,34.286,237.698,241.454,249.136,248.859,253.132,0.005288616,0.007566457,0.006427536,282.803,0.185929447,-0.730651822,2.451484012,-0.058488567,
10,RS,5,male,cm7,0.893,0.418,0.171,0.418,0.133,29.628,25.682,33.147,30.296,30.015,276.062,275.834,269.971,273.531,272.97,0.006402387,0.003873049,0.005137718,303.4272,0.172553356,-0.76307659,2.482054509,-0.049148541,
10,RS,5,male,cm8,0.893,0.418,0.133,0.456,0.152,35.465,34.168,33.199,33.924,30.917,248.381,237.716,241.769,232.428,242.265,0.003873049,0.005518555,0.004695802,274.0464,0.167456982,-0.77609674,2.437824101,-0.049148541,
10,RS,5,male,cm10,0.893,0.494,0.152,0.437,0.19,32.272,31.569,28.449,28.587,27.074,274.028,266.922,289.897,255.932,251.472,0.005978435,0.008263462,0.007120948,297.2404,0.192388576,-0.715820719,2.473107837,-0.049148541,
10,S,1,male,m1,0.722,0.38,0.095,0.399,0.095,35.058,32.423,32.473,34.5,35.637,250.582,253.801,255.291,272.685,251.096,0.001796405,0.001886225,0.001841315,290.7092,0.122567696,-0.911623979,2.463458776,-0.141462802,
10,S,1,male,m2,0.817,0.494,0.133,0.494,0.114,31.205,29.768,30.678,30.632,34.304,288.34,277.144,281.769,241.296,276.3,0.004577239,0.00336287,0.003970055,304.2872,0.158342984,-0.800401176,2.483283684,-0.087777943,
10,S,1,male,m3,0.665,0.323,0.095,0.342,0.114,35.026,31.703,35.099,32.7,36.648,234.56,215.538,204.475,220.484,221.255,0.001526944,0.002328141,0.001927542,253.4976,0.124451836,-0.904998693,2.403973852,-0.177178355,
10,S,1,male,m4,0.76,0.418,0.114,0.456,0.114,33.186,33.586,34.37,34.616,36.118,236.237,234.754,253.034,239.178,235.085,0.002845505,0.003104187,0.002974846,274.0328,0.143820737,-0.84217849,2.437802548,-0.119186408,
10,S,1,male,m5,0.703,0.342,0.133,0.399,0.114,33.195,31.456,31.745,30.55,29.519,242.224,274.976,266.186,272.089,276.706,0.003168858,0.002716164,0.002942511,297.7292,0.143297748,-0.843760635,2.47382143,-0.153044675,
10,S,1,male,m6,0.646,0.38,0.095,0.342,0.114,33.734,35.671,31.116,35.513,36.804,257.655,236.58,253.776,232.851,242.456,0.001796405,0.002328141,0.002062273,279.2312,0.127286407,-0.895217971,2.445963943,-0.189767482,
10,S,1,male,m7,0.798,0.437,0.114,0.38,0.133,28.138,32.793,33.691,32.091,32.25,263.759,258.092,239.995,269.079,244.305,0.002974846,0.003520953,0.0032479,286.8386,0.14809289,-0.829465792,2.457637594,-0.097997109,
10,S,1,male,m8,0.703,0.38,0.114,0.38,0.133,31.525,31.136,36.766,37.085,33.582,231.321,234.769,221.294,225.278,224.12,0.002586823,0.003520953,0.003053888,261.3752,0.145083394,-0.838382294,2.417264378,-0.153044675,
10,S,2,male,m1,0.779,0.285,0.095,0.304,0.095,37.579,30.937,37.206,35.634,35.736,217.297,228.763,261.11,211.592,215.338,0.001347304,0.001437124,0.001392214,262.2384,0.111661117,-0.952098033,2.418696286,-0.108462542,
10,S,2,male,m2,0.798,0.437,0.133,0.456,0.152,38.173,35.934,37.4,36.931,35.037,248.639,249.749,274.619,255.857,260.094,0.004049096,0.005518555,0.004783826,294.4866,0.168496851,-0.773408212,2.469065538,-0.097997109,
10,S,2,male,m3,0.798,0.437,0.152,0.437,0.133,33.41,37.109,30.816,36.038,32.736,257.187,251.351,276.255,248.795,247.737,0.005288616,0.004049096,0.004668856,290.2868,0.16713606,-0.776929841,2.462827288,-0.097997109,
10,S,2,male,m4,0.779,0.38,0.095,0.418,0.114,33.284,33.726,35.282,33.119,34.971,242.211,243.663,231.003,243.036,244.223,0.001796405,0.002845505,0.002320955,274.9036,0.13240028,-0.878111096,2.439180427,-0.108462542,
10,S,2,male,m6,0.76,0.418,0.133,0.399,0.133,35.641,36.504,34.003,37.54,37.665,248.224,245.513,250.511,234.193,260.724,0.003873049,0.003697001,0.003785025,284.1036,0.155843817,-0.807310422,2.453476737,-0.119186408,
10,S,2,male,m7,0.798,0.38,0.133,0.361,0.114,38.299,35.374,35.527,35.358,37.46,243.549,254.48,261.5,252.582,247.161,0.003520953,0.002457482,0.002989218,288.258,0.14405196,-0.841480827,2.459781369,-0.097997109,
10,S,2,male,m8,0.722,0.38,0.095,0.342,0.114,36.816,33.403,31.627,33.243,34.935,279.855,235.393,257.618,251.052,272.11,0.001796405,0.002328141,0.002062273,293.2104,0.127286407,-0.895217971,2.46717937,-0.141462802,
10,S,3,male,m1,0.893,0.494,0.152,0.513,0.133,29.987,29.667,29.909,31.71,32.542,243.73,268.663,281.606,260.704,249.361,0.005978435,0.004753287,0.005365861,291.5758,0.175070568,-0.75678686,2.464751476,-0.049148541,
10,S,3,male,m2,0.855,0.475,0.152,0.437,0.152,33.315,33.788,31.61,29.338,34.443,264.914,254.43,262.482,254.188,245.353,0.005748495,0.005288616,0.005518555,288.7722,0.1767157,-0.752724864,2.460555382,-0.068033885,
10,S,3,male,m3,0.855,0.361,0.114,0.285,0.114,29.232,29.803,38.168,31.983,30.787,207.331,213.005,247.121,220.853,212.436,0.002457482,0.001940117,0.002198799,252.1438,0.130035482,-0.885938128,2.401648294,-0.068033885,
10,S,3,male,m5,0.893,0.475,0.133,0.551,0.133,31.211,34.077,30.982,32.537,32.123,271.105,267.362,268.705,267.363,268.127,0.004401192,0.005105382,0.004753287,300.7184,0.168137536,-0.774335321,2.478160002,-0.049148541,
10,S,3,male,m7,0.95,0.475,0.171,0.513,0.171,31.734,32.561,31.161,33.047,33.497,271.4,232.466,268.136,266.372,267.356,0.007275439,0.007857474,0.007566457,293.546,0.196319838,-0.707035813,2.467676167,-0.022276395,
10,S,3,male,m8,0.893,0.475,0.152,0.475,0.152,29.394,32.518,33.219,32.032,30.231,252.844,264.547,269.097,263.448,258.232,0.005748495,0.005748495,0.005748495,293.1124,0.179136764,-0.746815275,2.467034191,-0.049148541,
10,S,3,male,m9,0.817,0.456,0.152,0.475,0.152,33.155,31.272,36.313,33.043,33.29,246.178,248.2,241,265.866,253.436,0.005518555,0.005748495,0.005633525,284.3506,0.177934468,-0.749739916,2.453854149,-0.087777943,
10,S,3,male,m10,0.836,0.513,0.133,0.456,0.133,27.999,29.214,36.031,29.473,29.52,252.159,264.446,246.195,260.971,276.303,0.004753287,0.004225144,0.004489216,290.4622,0.164964369,-0.782609849,2.463089622,-0.077793723,
10,S,4,male,m1,0.874,0.437,0.133,0.399,0.152,35.19,34.124,32.006,36.288,37.682,262.045,249.205,272.351,279.485,266.584,0.004049096,0.004828736,0.004438916,300.992,0.16434594,-0.784241019,2.478554953,-0.058488567,
10,S,4,male,m2,0.855,0.456,0.095,0.437,0.114,37.423,34.391,38.326,31.828,33.342,245.657,257.983,220.65,243.107,252.127,0.002155686,0.002974846,0.002565266,278.9668,0.136891811,-0.863622532,2.445552521,-0.068033885,
10,S,4,male,m3,0.855,0.38,0.114,0.418,0.133,32.396,27.946,31.491,34.678,36.761,247.53,264.345,259.889,238.407,272.509,0.002586823,0.003873049,0.003229936,289.1904,0.147819352,-0.830268705,2.461183872,-0.068033885,
10,S,4,male,m4,0.893,0.494,0.114,0.437,0.133,35.474,33.631,32.915,33.654,35.409,275.157,262.864,280.453,272.314,271.994,0.00336287,0.004049096,0.003705983,306.773,0.15475136,-0.810365525,2.486817133,-0.049148541,
10,S,4,male,m5,0.817,0.456,0.152,0.475,0.19,32.574,36.38,37.129,33.746,36.194,288.869,247.25,270.922,273.829,277.604,0.005518555,0.008982024,0.00725029,306.8994,0.193546409,-0.713214882,2.486996039,-0.087777943,
10,S,5,male,m1,0.779,0.38,0.133,0.38,0.133,36.369,31.971,31.887,31.261,30.118,240.148,229.682,252.713,254.161,248.66,0.003520953,0.003520953,0.003520953,277.394,0.15213183,-0.81777991,2.443097063,-0.108462542,
10,S,5,male,m2,0.741,0.342,0.114,0.399,0.095,30.439,28.45,31.002,29.815,29.835,240.433,223.025,245.886,219.596,218.166,0.002328141,0.001886225,0.002107183,259.3294,0.128203752,-0.892099263,2.413851755,-0.130181792,
10,S,5,male,m3,0.703,0.418,0.133,0.418,0.152,32.908,31.643,29.378,30.046,29.633,204.358,233.218,220.748,240.678,244.821,0.003873049,0.005058676,0.004465862,259.4862,0.164677819,-0.783364893,2.414114266,-0.153044675,
10,S,5,male,m4,0.76,0.38,0.152,0.418,0.152,29.091,32.421,30.008,29.563,28.958,241.181,235.386,236.953,239.299,243.667,0.004598796,0.005058676,0.004828736,269.3054,0.169022487,-0.772055513,2.430245062,-0.119186408,
10,S,5,male,m5,0.665,0.399,0.133,0.418,0.133,26.314,27.842,33.743,30.967,30.647,249.497,222.844,244.395,243.12,256.347,0.003697001,0.003873049,0.003785025,273.1432,0.155843817,-0.807310422,2.436390393,-0.177178355,
10,S,5,male,m6,0.817,0.456,0.133,0.418,0.114,28.781,30.617,31.294,32.943,30.783,260.751,241.643,245.175,239.252,263.793,0.004225144,0.002845505,0.003535325,281.0064,0.152338531,-0.817190236,2.448716211,-0.087777943,
10,S,5,male,m7,0.76,0.38,0.133,0.38,0.152,30.027,31.685,31.926,31.27,29.289,254.726,238.921,228.348,235.067,237.721,0.003520953,0.004598796,0.004059875,269.796,0.15952823,-0.797162454,2.431035507,-0.119186408,
10,S,5,male,m8,0.855,0.494,0.171,0.494,0.19,33.332,31.083,31.664,29.619,29.662,239.624,258.814,251.305,253.804,253.989,0.007566457,0.009341305,0.008453881,282.5792,0.203712982,-0.690981293,2.451140191,-0.068033885,
10,S,5,male,m9,0.798,0.437,0.152,0.418,0.133,28.261,27.263,32.297,31.346,28.936,250.322,250.236,247.46,239.125,239.78,0.005288616,0.003873049,0.004580832,275.0052,0.166079027,-0.779685207,2.439340906,-0.097997109,
